text,level
" Após a dissociação da substância do sítio de ligação, a proteína transportadora sofre uma reorientação estrutural, voltando a sua conformação inicial, permitindo que o ciclo possa ser refeito. O mecanismo de transporte na difusão facilitada obedece um padrão de acesso alternado: o sítio de ligação do substrato de uma proteína de transporte é alternadamente exposto a um ou a outro lado da membrana, de tal modo que, em nenhum momento, há um canal aberto e sem restrições através do transportador. Esse padrão de acesso alternado é o que diferencia as permeases das porinas, ou seja, das proteínas que formam poros. As porinas formam um canal aberto que comunica diretamente o meio extracelular com o meio intracelular, permitindo a passagem de água e íons de forma irrestrita. As permeases, como dito anteriormente, nunca deixa um canal aberto comunicando os dois lados da membrana. As porinas fazem parte do mecanismo da difusão simples, enquanto que as permeases, fazem parte do mecanismo da difusão facilitada
Uma consequência da difusão facilitada é fazer com que o transporte de substâncias ocorra numa velocidade maior do que na difusão simples, já que as proteínas transportadoras colocam mais moléculas para dentro da célula. No entanto, a velocidade de transporte é limitada ao número de transportadores, uma vez que, quando todos os transportadores estão ocupados, não há como aumentar mais a velocidade de transporte. Glicose e aminoácidos são exemplos de substâncias que entram na célula pelo processo de difusão facilitada. Em resumo, podemos reconhecer as seguintes características da difusão facilitada:
No transporte contra gradiente de concentração o movimento de substâncias através da membrana ocorre do meio com menor concentração para o meio com maior concentração, ao contrário do que ocorre no processo de difusão. Existe sempre a participação de uma proteína transportadora que garante o movimento de substâncias contra o gradiente de concentração, gastando energia durante esse processo. Pelo fato de haver consumo de energia, dizemos que se trata de um transporte ativo ou transporte ""ladeira acima"" justamente para representar o gasto de energia do processo.",3
" Imagine que temos uma nova variável formula_83 e que:
formula_84
Sendo: formula_85
Podemos dizer que:
formula_86
formula_87
formula_88
formula_89
Portanto:
O exposto acima encontra respaudo no fato de que a expressão é simplesmente a tradução da relação métrica de um triângulo retângulo para definição do cosseno a partir do seno, como segue:
Se fizermos a comparação entre as funções e o gráfico acima, substituindo as variáveis e constantes de acordo com a função dada, teremos o seguinte:
O que nos dá as substituições:
Agora, considere o fato de que a função formula_96 tem como integral a função formula_97, então podemos fazer:
formula_98
Uma vez, que pela análise anterior já sabemos que quando fazemos formula_99 temos:
formula_100
então:
formula_101
Temos que encontrar formula_102:
formula_103
formula_104
O que nos revela algo interessante:
formula_105
formula_106
Ou seja:
Logo:
Seja a função: formula_109, calculemos a sua integral por substituição trigonométrica:
formula_110
Fazendo a transformação de variáveis:
formula_111
formula_112
A integral será:
formula_113
formula_114
formula_115
formula_116
formula_117
Como:
formula_118
formula_119
Portanto:
Sendo ""C"" a constante de antidiferenciação. Seja a função: formula_121, calculemos a sua integral por substituição trigonométrica:
formula_122
Introduzimos a variável angular formula_83, de forma que:
formula_124
e sua diferencial:
formula_125
Substituindo na equação anterior:
formula_126
formula_127
formula_128
formula_129
formula_130
Retornando a função ao domínio da variável ""x"":
formula_131
formula_132
Portanto:
Sendo ""C"" a constante de antidiferenciação. Seja a função: formula_134, calculemos a sua integral por substituição trigonométrica:
formula_135
Introduzimos a variável angular formula_83, de forma que:
formula_137
e sua diferencial:
formula_138
Substituindo na equação anterior:
formula_139
formula_140
formula_141
formula_129
formula_130
Retornando a função ao domínio da variável ""x"":
formula_144
formula_145
Portanto:
Sendo ""C"" a constante de antidiferenciação. Denominadores de segundo grau ou mais são um pouco mais problemáticos quando queremos definir uma integral, por exemplo:
Seja a função: formula_147
É possível demonstrar que a função pode ser fatorada da seguinte forma:
formula_148
Onde ""A"" e ""B"" são os fatores a serem definidos; o processo para definí-los será explicado mais adiante e formula_149 são as raízes da equação formada a partir do denominador quando o igualamos a zero. Porém a demonstração disto está fora do escopo deste livro, deve ser tratado na algebra avançada.",4
" O que é isso? É uma modalidade em que o skate desliza apenas sobre o chão lisinho, sem nenhum obstáculo. Mas foi só a partir de 1965 que os skates começaram a ser produzidos nas indústrias: todo garoto agora podia comprar um! Foi nessa época que surgiram as primeiras competições e o skate ganhou fama: foi a época de ouro para os skatistas. Mas em meados de 1970 a coisa mudou completamente. E o skate começou a descer ladeira abaixo...
Uma descoberta científica importante não acontece assim, do dia para a noite. Sempre é preciso muito estudo, muita observação e milhares de experiências. Foi isso o que fez o monge e botãnico austríaco Johann Gregor Mendel (1822-1884) na metade do século 19: passou anos fazendo experiências com ervilhas e estudando os resultados pacientemente. Mendel descobriu como as características das ervilhas (tamanho, aparência, etc) eram transmitidas para as novas plantas que nasciam quando ele fazia o cruzamento das espécies. Essa herança que passa de geração para geração é chamada de hereditariedade. Assim, Mendel criou as regras básicas da genética, a ciência que estuda como as características hereditárias são transmitidas aos descendentes. Quando Mendel apresentou seus trabalhos à sociedade científica da época, em 1865, não botaram muita fé. O valor de seu trabalho só foi reconhecido anos mais tarde, quando três outros cientistas - cada um trabalhando separadamente - chegaram à mesma conclusão que Mendel. Pena que, quando isso aconteceu, ele já tinha morrido havia 15 anos. Apesar de ser uma técnica utilizada desde as antigas civilizações (mesmo que eles nem soubessem), Mendel foi o responsável pelo primeiro trabalho registrado que serviu como base para a biotecnologia moderna. E ele também nem sabia o que era isso...
Afinal, o que é essa tal de biotecnologia que todo mundo faz e ninguém sabe o que é? Ah, você também não sabe?",1
"Ele deu a luz à humanidade, mais de 100 anos atrás. E, com ela, a rede elétrica, que permitiu uma revolução tecnológica ainda bem longe de terminar. Estudos e pesquisas, Grandes mentes da história, Origem das coisas. Uma das definições mais famosas do que é ser um gênio partiu dele mesmo. À revista Harpers Monthly, em 1932, disse modestamente: “Genialidade é 1% inspiração, 99% transpiração”. Muita gente cita isso até hoje sem saber sua origem – assim como, sem nos darmos conta, devemos a maior parte do que chamamos de modernidade ao trabalho de Thomas Alva Edison. Reconhecido mundialmente por suas invenções, o americano tinha como uma de suas grandes virtudes o empreendedorismo. Provavelmente foi isso que o inspirou a formular sua famosa definição do que é ser extraordinário. Porque, mais que um gênio, Edison soube sistematizar a genialidade. Sob seu comando, foi criado o que muitos consideram o primeiro laboratório de pesquisa industrial da história. Ao aplicar ideias revolucionárias de trabalho em equipe ao processo de invenção, suas instalações se tornaram uma fonte interminável de maravilhas tecnológicas. Ele logo ficou conhecido como o “mago de Menlo Park”, bairro que hoje em dia foi rebatizado Edison, em Nova Jersey, e é comumente citado como o “berço do mundo moderno”. Foi lá que o inventor desenvolveu seu primeiro grande sucesso comercial: o telégrafo quadruplex. Era um dispositivo que permitia a recepção de dois sinais separados, assim como a transmissão de dois outros, tudo pelo mesmo fio. Foi graças a essa tecnologia, rapidamente adquirida pela Western Union, que ele pôde financiar a estrutura de Menlo Park e transformá-lo num laboratório de permanente inovação tecnológica. O fonógrafo – dispositivo de 1877 que permitia a gravação e a execução de áudio de forma prática – nasceu lá e se tornou outra febre doméstica. Pela primeira vez, as pessoas podiam gravar e ouvir músicas por meio de um dispositivo tecnológico.",2
" Introdução à Biologia/Biologia Humana/Sistema respiratório
Como nós temos a glicose armazenada no organismo e obtida pela digestão, esta une-se ao oxigênio (mitocôndrias), produzindo assim a energia necessária para a sobrevivência, havendo assim a liberação de água e gás carbônico. Durante a produção de energia, também ocorre a produção de calor (homeotermos). O aparelho respiratório é formado pelas vias respiratórias e pelos pulmões. As vias respiratórias são formadas pelos órgãos por onde o ar circula. Os órgãos são: fossas nasais, faringe, laringe, traquéia brônquios e bronquíolos (estes dentro do pulmão). Mais conhecida por nariz, apresenta seu interior revestido por uma mucosa nasal, rica em vasos sangüíneos destinados a aquecer o ar e, com os pêlos (vibrissas), a filtrar esse ar. Essa mucosa está ligada ao nervo olfativo. Na sua extremidade é formado por cartilagem e só na parte posterior é que tem osso (nasal) e separado pelo septo nasal. As duas cavidades que existem na sua face comunicam-se com o exterior pelas narinas e com a faringe pelas coanas. A mucosa nasal fabrica uma secreção (muco) para reter as impurezas do ar. Assim como as fossas nasais permitem a saída do gás carbônico e do vapor de água que vem dos pulmões, a boca também pode auxiliar na respiração, principalmente quando existe algum problema nas fossas nasais (entupimento). São duas cavidades paralelas que começam nas narinas e terminam na faringe, sendo deparadas pelo septo nasal, uma parede cartilaginosa. As fossas nasais são divididas em três partes: vestíbulo, área respiratória e área olfatória. Quando o ar passa pelas fossas nasais ele é aquecido, filtrado e umedecido, sendo esse aquecimento atribuído a presença do plexo venoso. A faringe serve ao mesmo tempo, aos sistemas digestivos como ao respiratório. É o que conhecemos como garganta. Comunica-se também como as fossas nasais. Quando engolimos o alimento, a passagem de ar para os pulmões precisa ser temporariamente interrompida. Durante a deglutição, uma estrutura chamada epiglote fecha a traquéia, o tubo que leva o ar a nossos pulmões.",3
"Análise real/Equivalências entre corpos ordenados arquimedianos
formula_1 é partição de formula_2 se, formula_3 e formula_4, se formula_5.
Uma seqüência formula_6 em formula_7 é dita de Cauchy se, dado formula_8 tal que, se formula_9 então formula_10.
Um conjunto formula_12 é dito fechado se o limite de toda sequência de pontos de formula_13 é ponto de F.
formula_7 é dito conexo se formula_7 e formula_16 são os únicos subconjuntos abertos e fechados deformula_7
Seja formula_7 um corpo ordenado arquimediano. Em formula_7 são equivalentes:
1[1'] Toda seqüência crescente [decrescente] limitada superiormente [inferiormente] de formula_7 é convergente;
2[2']) Todo subconjunto formula_21 não-vazio limitado superiormente [inferiormente] tem supremo [ínfimo];
3[3']) Seja formula_12 um conjunto fechado limitado superiormente [inferiormente], então, formula_13 tem máximo e mínimo;
4)formula_7 é conexo.
5) (Postulado de Dedekind) Dada uma partição formula_25 deformula_7, com formula_27, para todo formula_28, e formula_29, isto é formula_25 é um corte de Dedekind, então, em formula_31 existe maior elemento, ou, em formula_32, existe menor elemento.
6) (Propriedade dos intervalos encaixantes) Toda seqüência de intervalos encaixantes, fechados e limitados tem intersecção não-vazia. Isto é, seja formula_33 uma seqüência de intervalos, satisfazendo formula_34, para todo formula_35, então formula_36.
7)formula_7 é seqüêncialmente completo, isto é, se (x_n)_{n \in \mathbb{N}} é uma seqüência em formula_7 de Cauchy então (x_n) é convergente.
As equivalências formula_39 são evidentes e serão deixadas como exercício.
1) formula_40 2)
Seja A nas condições de 2), vamos mostrar que A tem supremo.
Como A formula_41, podemos pegar formula_42e como A é limitado superiormente, existe formula_43majorante de A.
Seja formula_44, se formula_45for majorante de A, então definimos formula_46, e formula_47 e caso formula_48 não seja majorante de A, definimos formula_49 e formula_50.
Suponha que formula_51 e formula_52 estejam definidas, formula_53, se formula_54 for majorante de A, então definimos formula_55, e formula_56 e caso formula_54 não seja majorante de A, definimos formula_58 e formula_59.
Definimos duas seqüências formula_60 e formula_61 que formam, respectivamente, uma seqüência monótona não-decrescente e uma seqüência monótona não-crescente. Claramente formula_62 é um limitante inferior de formula_63 e formula_64 é um limitante superior de formula_65, e por ""'1)"", concluimos que ambas seqüências são convergentes.
Sejam formula_66 e formula_67.
Suponha, por absurdo que formula_68, então formula_69, tomando formula_70, como formula_71, existe formula_72 tal que formula_73. Portanto formula_74, como formula_75, definindo formula_76, existe formula_77 tal que, formula_78. Absurdo, pois isso contradiz nossa construção de formula_65 e formula_63.
Por construção, temos formula_81 para todo formula_82 natural.

",4
"Desde o momento em que nasce, toda criança se torna cidadã. E por isso, criança também tem direitos. Não é porque são pessoas pequenas que as crianças são menos importantes. Pelo contrário: elas devem receber atenção especial, pois a infância é a fase mais importante da vida.
Para que todos tenham uma infância legal, a ONU (Organização das Nações Unidas) criou um conjunto de direitos para as crianças. É a Declaração Universal dos Direitos da Criança, escrita em 1959.
Essa declaração assegura que todas as crianças tenham direitos iguais. Elas não podem sofrer distinção ou discriminação por motivo de raça, cor, sexo, língua, religião, opinião política ou de outra natureza, origem nacional ou social, riqueza, nascimento ou qualquer outra condição.
Casa, comida e remédio não podem faltar. Desde o nascimento, toda criança tem direito a um nome e uma nacionalidade, tem direito a crescer e se desenvolver com saúde, alimentação, habitação, recreação e assistência médica adequadas.
A Declaração diz também que as crianças com deficiências físicas ou mentais devem ter tratamento, educação e cuidados especiais.
Toda criança precisa de amor e compreensão para o desenvolvimento de sua personalidade, ou seja, para ela decidir o que e como vai ser quando crescer. As crianças não podem ser separadas de suas mães. Amor de mãe não dá para trocar por nada nesse mundo. Para aquelas que não têm família, a sociedade deve dar cuidados especiais.
Escola e ensino para todo mundo: a educação de primeiro grau deve ser obrigatória e gratuita.
Todas as crianças têm o direito de brincar e de não trabalhar até os 16 anos. Elas devem ser as primeiras a receber ajuda e proteção em caso de perigo.
A criança deve ser protegida de qualquer forma de descuido, crueldade e exploração. Criança não pode ser objeto de tráfico, sob qualquer forma: ninguém pode vender, rifar, trocar ou leiloar criancinhas!
",1
"Polêmica, Sol. Tem algumas grandes diferenças entre a D e todas as outras vitaminas. Para começar, embora até seja possível absorvê-la pela comida, sua maior fonte, disparado, é o sol. Sim, a luz solar – aquela mesma que agride e envelhece a pele e pode causar câncer de pele, o mais comum entre mulheres e o segundo mais comum entre homens no Brasil. O raio ultravioleta B (UVB) do Sol, o mesmo que nos torra, desencadeia uma série de reações químicas que produzem vitamina D. Na verdade, a vitamina D não é uma vitamina. Em 1931, o químico alemão Adolf Windaus, da Universidade de Göttingen, constatou que essa substância tinha a mesma estrutura de hormônios esteroides, como os hormônios sexuais. “Trata-se, na realidade, de um pré-hormônio”, explica a farmacêutica e bioquímica Rita Sinigaglia, da Unifesp. Nos anos 90 com a descoberta de que todo o organismo possui receptores para a vitamina D, difundiu-se que ela seria uma classe em si mesma devido a ausência de um órgão alvo específico, como acontece com os hormônios. Não é vitamina, mas o nome pegou, e assim ficou. Um pré-hormônio para lá de importante. “Imagine um edifício comercial, um arranha-céu com milhares de portas, que são abertas por uma única chave: a vitamina D. Como ficarão essas salas que não podem ser abertas nem fechadas sem ela?”, compara o médico Cícero Coimbra. Vitamina D é uma chave bioquímica que abre as portas de milhares de diferentes processos fundamentais para a vida. Se seus níveis forem altos, não faltarão chaves e as células funcionarão em plena atividade. Mas, com níveis baixos, várias dessas funções ficarão trancadas – salas fechadas. Já se sabe de pelo menos 2.500 funções celulares que não funcionam sem a D. Por isso, sem vitamina D, a vida é impossível. Há muito tempo se sabe, por exemplo, que níveis baixos demais acabam com nossa capacidade de formar ossos.",2
" n(P(A)) = formula_27
Pelo , com a soma das linhas:
formula_28
→ n(P(A)) = formula_29
Mas, formula_30
→ n(P(A))formula_31
Provando, portanto, que o número de elementos do conjunto de partes de A é dois elevado ao número de elementos distintos de A.
Nota: O conjunto das partes é uma álgebra booleana sobre as operações de união e interseção. O Teorema de Cantor estabelece que formula_32. Em certos problemas da teoria dos conjuntos, é preciso que se defina um conjunto que contenha todos os conjuntos considerados. Assim, todos os conjuntos trabalhados no problema seriam subconjuntos de um conjunto maior, que é conhecido como conjunto universo, ou simplesmente ""universo"". Por exemplo: em um problema envolvendo conjuntos de números inteiros, o conjunto dos números inteiros Z é o conjunto universo; em um problema envolvendo palavras (consideradas como conjuntos de letras), o universo é o alfabeto. Para relacionar um conjunto com outro conjunto(ou subconjunto) utilizamos a relação de inclusão. Exemplo: Se considerarmos o conjunto formula_33 formado por todas as ""letras do alfabeto"" e o conjunto formula_34 formado pelas ""vogais"", podemos dizer que formula_35 (A contém V) ou formula_36 (V está contido em A)
Se formula_37 é um elemento de formula_33, nós podemos dizer que o elemento formula_39 pertence ao conjunto formula_33 e podemos escrever formula_41. Se formula_39 não é um elemento de formula_33, nós podemos dizer que o elemento formula_39 não pertence ao conjunto formula_33 e podemos escrever formula_46. Exemplos:
Se formula_33 e formula_52 são conjuntos e todo o elemento formula_53 pertencente a formula_33 também pertence a formula_52, então o conjunto formula_33 é dito um subconjunto do conjunto formula_52, denotado por formula_58. Note que esta definição inclui o caso em que formula_33 e formula_52 possuem os mesmos elementos, isto é, são o mesmo conjunto (formula_61). Se formula_58 e ao menos um elemento pertencente a formula_52 não pertence a formula_33, então formula_33 é chamado de subconjunto próprio de formula_52, denotado por formula_14. Todo conjunto é subconjunto dele próprio, chamado de ""subconjunto impróprio"".",3
"Otimização/Métodos de região de confiança
Considere o seguinte problema de programação diferenciável não linear sem restrições:
onde formula_2 é de classe formula_3.
Observação: Como formula_4 não é necessariamente convexa, a matriz formula_5 pode não ser definida positiva, apesar de ser simétrica. Neste caso, o método de Newton ou suas variantes (direções conjugadas, quase Newton, etc) não servem.
O primeiro método de região de confiança (em inglês, ""Trust region method""), foi introduzido por Powel em 1970 (qual artigo?) mas oficialmente introduzido por Dennis em 1978 (artigo?). Ele consiste no seguinte:
este princípio pode ser considerado como uma extensão da busca de Armijo unidimensional.
Para entender a geometria do método de região de confiança, é bom lembrar a geometria da busca de Armijo unidimensional.
Seja formula_6 uma direção de descida de uma função formula_4 a partir do ponto formula_8. Então formula_9.
Agora, considerando formula_10, definida por formula_11, tem-se:
A busca de Armijo consiste em tomar formula_16.
Se formula_17
Mas como formula_18, então existe algum formula_16 tal que vale formula_20. A tal ponto, chama-se ponto de Armijo.
Introduzindo as seguinte notação
a pergunta é:
Tem-se:
Logo, se formula_23 segue que formula_21 é um ponto de Armijo.
Observações: Note que a essência da busca linear de Armijo é construir um modelo linear e um intervalo compacto formula_25, sendo formula_16 e o ponto inicial da busca e logo procurar o ponto de Armijo em formula_25.
O método de região de confiança será uma generalização da busca de Armijo, consistindo da construção de um modelo quadrático e uma região formula_28, chamada de região de confiança, e nessa região calcular o novo iterando.
 Primeiro passo: Escolha formula_29, formula_30, formula_14, formula_32 e formula_33.
Comentários: No algoritmo anterior, quando se tem um passo falho, a região de confiança sempre diminui. Seria bom incluir casos bons, onde a região deve crescer.
 Primeiro passo: Escolha formula_29, formula_30, formula_48, formula_32, formula_50, formula_51 e formula_33.
Conforme foi explicado, o método das regiões de confiança constrói um modelo quadrático da forma:
onde, no método, formula_66 e formula_67. Em tal modelo, tem-se
O problema quadrático é 
com formula_30.
Este é o problema que será tratado a seguir.
O exercício anterior garante que o método está bem definido, quer dizer, todas as etapas podem ser realizadas.

",4
" Ou seja, algo capaz de empurrar um objeto, com muita força. Esse é o segredo. Depois dos gregos, outro povo se arriscou nesses brinquedinhos. Os chineses amarravam lanças de bambu a foguetes, movidos a um tipo de pólvora explosiva. Já tinham tentado com gás também. Os primeiros registros desses objetos, utilizados como fogos de artifício, são do século I depois de Cristo. A lógica permaneceu a mesma no decorrer dos séculos. Mas o tamanho do brinquedo foi aumentando. O primeiro foguete, feito pelo físico americano Robert Goddard (1882 - 1945) foi lançado em 1926. Ele subiu apenas 12 metros, e se espatifou no chão. Mas já era um começo. A verdadeira evolução dos foguetes em direção aos modelos modernos aconteceu por motivos nada nobres: bombardear cidades. Durante a Segunda Guerra Mundial, o engenheiro alemão Wernher von Braun e sua equipe desenvolveram os mortíferos V1 e V2, que deram origem aos modernos foguetes espaciais e mísseis de longo alcance. Mais de mil mísseis atingiram cidades européias. Depois da guerra, os EUA e a antiga União Soviética utilizaram o V2 para desenvolver pesquisas sobre propulsão e trajetória, fundamentais para enviar um objeto ao espaço. Quase todo garoto brasileiro ""nasce sabendo"" o que é futebol. Nos últimos anos, no entanto, esse esporte vem deixando de ser ""coisa de homem"", com muitas garotas jogando e participando de campeonatos. E não é só aqui que o futebol é o tal. É um dos esportes mais populares do mundo. Na Europa, o pessoal gosta há muito tempo, tanto que lá estão alguns dos mais disputados campeonatos. É também onde atuam alguns dos melhores jogadores do mundo – os ""importados"" da América do Sul e da África, e os talentos locais. Mas quem inventou o futebol? Sua forma moderna vem da Inglaterra, mas dizem que em civilizações antigas como Grécia, Roma e China as pessoas já tinham jogos parecidos. No Japão, o interesse pelo futebol é recente, mas já há muitos fãs.",1
" Não devemos também apontar que uma religião está sempre fundamentada sobre um mito de criação do mundo. Embora várias preocuparam-se em construir essa justificativa, não são todas as que estão interessadas nesse aspecto. Por fim, não podemos definir uma religião apontando a busca pelo sobrenatural (deuses, espíritos, fantasmas, demônios etc.) como uma das características-chave. Existem religiões que se pautam na busca pela harmonia com o mundo e com a convivência imediata e que não estão interessadas em entender o que está além dos nossos sentidos. Todos esses pontos são levantados por Anthony Guiddens*, sociólogo britânico, em sua breve definição do que não deve ser entendido como característica-chave na definição do que é religião. Entretanto, sua explicação também se ocupa em reunir as formas de definição mais amplamente aceitas. As religiões carregam certos pontos em comum. A primeira delas é que, até onde se sabe, todas as religiões possuem um conjunto de símbolos que remetem ou são alvos de reverência e/ou respeito. Esses símbolos estão ligados a rituais ou cerimônias, dos quais a comunidade de fiéis participa ativamente. Isso quer dizer que, em toda religião, existem objetos ou ideias simbólicas que representam algo a ser reverenciado e admirado. No Budismo, por exemplo, a imagem de Buda, ainda que este não seja visto como uma divindade, é alvo de reverências e admiração. Quanto aos rituais, eles podem ser diversos e variados, cada um possuindo um significado específico. As rezas, as canções, a abstinência de algum tipo de comida ou o jejum, por exemplo, são rituais que carregam significado atrelado à crença religiosa do grupo. Esses rituais fazem parte da identidade religiosa e da construção da religiosidade dos fieis. Para a Sociologia, o caráter social desses rituais é um dos aspectos de maior interesse. As comunidades que se formam em volta das religiões variam em uma série de aspectos. Nas comunidades mais tradicionais, a religião torna-se base para um grande número de manifestações sociais. A arte, a música, a literatura, entre outros, são delimitadas pela tradição religiosa nas comunidades mais intimamente conectadas a ela. A partir disso, tiramos uma perspectiva do tamanho da influência que as religiões possuem na vida de seus fieis. Por isso, há um cuidado que devemos ter ao trabalharmos com definições de religião, haja vista que não podemos ser tendenciosos se o nosso objetivo é realmente entender esse ou qualquer outro aspecto de nossa sociedade tão diversa. ",2
"Introdução à Biologia/Histologia/Tecidos musculares/Tecido muscular estriado cardíaco
O tecido estriado cardíaco está na constituição do coração, a bomba propulsora do sistema circulatório humano. Esse tecido tem contração rápida, involuntária e rítmica, possuindo células ramificadas que se associam em discos intercalares proporcionando uma forte adesão celular e comunicação/propagação do impulso elétrico.
É constituído por células alongadas e ramificadas, com aproximadamente 15mm de diâmetro e 85-100 micrômetros de comprimento. Elas se prendem por meio de junções intercelulares complexas, e apresentam estriações transversais semelhantes às do músculo esquelético; porém, ao contrário destes, as células apresentam apenas um ou dois núcleos (a musculatura esquelética é multinucleada). As fibras cardíacas estão envoltas em uma camada fina de tecido conjuntivo, que contém uma rede abundante de capilares sanguíneos.
Uma peculiaridade do músculo cardíaco é a presença de linhas transversais que aparecem em intervalos irregulares ao longo das células chamados de discos intercalares. Estes são complexos juncionais encontrados entre células musculares adjacentes. Elas podem aparecer, em análises histológicas, como linhas retas ou em forma de escada. Nestes discos, encontram-se 3 tipos de junção célular - zônula de adesão (ancora os filamentos de actina dos sarcômeros terminais), desmossomo (une as células cardíacas impedindo que as mesmas se separem durante a atividade contrátil) e junções comunicantes (continuidade iônica entre células adjacentes).
O músculo cardíaco contém numerosas mitocôndrias. Neste tecido ocorre um intenso metabolismo aeróbio. O armazenamento de ácidos graxos ocorre na forma de triglicerídeos, e ocorre também um pequeno armazenamento de glicose na forma de glicogênio, para quando houver necessidade.
As fibras cardíacas (em especial as do átrio esquerdo) apresentam grânulos secretores, próximos ao complexo de Golgi, contendo ANP (do inglês, ""Atrial Natriuretic Peptide""), ou peptídeo atrial natriurético, que atua nos rins aumentando a eliminação de sódio e água pela urina. Este hormônio tem efeito oposto ao da aldosterona.
Na musculatura cardíaca, existe uma pequena população de células cardíacas modificadas, acopladas às outras células musculares, que possuem papel importante na geração e condução do estímulo cardíaco, permitindo um bombeamento eficiente do sangue.

",3
" Veja por exemplo, a frase ""Esta frase é falsa."". Ela é verdadeira ou falsa? Se for verdadeira, então concluímos que ela é falsa. Mas isso é uma contradição! Por outro lado, se ela for falsa, concluímos que ela é verdadeira, o que também é uma contradição! Este é um exemplo de uma afirmação que pode ocorrer em nosso universo que não obedece à lógica clássica. Como conseqüência desta limitação da matemática, os axiomas que escolhemos em cada área da matemática são bastante arbitrários. É perfeitamente possível criar modelos lógicos e matemáticos conflitantes. A lógica clássica afirma que uma proposição só pode ser verdadeira ou falsa - mas não ambos. Já a Lógica Difusa afirma que uma proposição pode ser verdadeira, falsa ou pode ser algo intermediário entre verdadeiro e falso (35% verdadeira e 65% falsa, por exemplo). Qual das duas lógicas seria a verdadeira? A resposta é que não existe uma lógica verdadeira que tem a pretensão de descrever o nosso universo. Cada uma das lógicas tem as suas vantagens e desvantagens. Ao analizarmos o universo ou o funcionamento de um computador, por exemplo, devemos escolher qual das duas usar (a clássica é melhor para computadores clássicos e a difusa é melhor para computadores quânticos) ou se desejamos criar uma lógica completamente nova. 1. Analize as seguintes afirmações: ""Sabemos que se uma cidade é capital de um país, ela fica dentro deste país. Também sabemos que a cidade de Tóquio fica dentro do Japão. Com estas duas informações, podemos concluir que Tóquio é a capital do Japão."" O raciocínio mostrado nas frases indicadas está correto? Porque? 2. Assuma como verdadeiros os três axiomas dados no texto sobre o conjunto de números T={0,1}. Você acha que se formula_2, a afirmação formula_3^formula_4vformula_5^formula_6vformula_7^formula_8 é verdadeira ou falsa? 3. E se substituírmos o primeiro axioma por ""1 é igual à 0""? Você acha que o Teorema 1 mostrado no texto ainda seria válido?",4
" Desse total de pessoas que estão longe de casa, familiares, amigos, mais de 1 milhão são crianças. A maioria vai para países vizinhos, mas alguns, para mais longe, e o Brasil está entre os que os recebem. Perto de 300 vieram para cá, sendo cerca de 40 crianças. A ""Folhinha"" conversou com 23 sírios de uma mesma família que moram no interior de São Paulo (os nomes usados na reportagem não são reais, para proteger as crianças). O abrigo é a casa da tia Eva, que veio da Síria há 65 anos. Além dos adultos, há crianças e adolescentes, de um recém-nascido a um rapaz de 17 anos. De avião, em viagem de 23 horas, trouxeram pouca coisa na mala, mas muitas lembranças dos dias difíceis. Taís, 6, se lembra de quando teve de fugir às pressas. ""Era noite, ficaram batendo na porta, empurrando. Eu, minha mãe e minha irmã ficamos chorando, não sabíamos quem era. Queriam nos matar, mas não abrimos a porta. Conseguimos fugir para a casa da minha avó."" Agnes, 9, conta que sua casa foi escolhida por invasores para funcionar como fábrica de bombas. Disse sentir muitas saudades do avô, que ficou lá. Antes, conversavam pela internet, mas agora ele está sem energia elétrica, por isso não conseguem se falar. “Era noite, ficaram batendo na porta, empurrando. Eu, minha mãe e minha irmã ficamos chorando, não sabíamos quem era. Queriam nos matar, mas não abrimos a porta.”
Thaís, 6, refugiada no Brasil lembra-se dos dias difíceis da guerra em seu país. “Antes da guerra, íamos brincar no parque, na casa de amigos. Íamos à praia, à piscina. Na guerra, a gente não podia fazer nada, só ficava em casa.”
Ana, 10, diz que teve de deixar para trás os brinquedos e amigos. E o pai - de quem não tem notícias há mais de quatro meses. Sua casa foi invadida, e ela fugiu com a mãe e a irmã para a casa dos avós. Mas a casa dos avós também foi invadida, e eles, agredidos. Ana já fez amigos na escola e convive bem com as crianças brasileiras. Mas sente falta de seu país. ""Antes da guerra, íamos brincar no parque, na casa de amigos. Íamos à praia, à piscina. Na guerra, a gente não podia fazer nada, só ficava em casa."" A escola, conta, foi destruída por bombas. ""A mesma coisa aconteceu com o nosso carro e a nossa casa."" Na Síria, juntava balas de revólver numa caixa para se distrair. No Brasil, estuda e ajuda a mãe a vender comida típica. Mas queria voltar para o seu país. ""Gostaria que a Síria voltasse a ser como antes: bonita.""",1
