text,level,quantPalavras,virgula,quantStopWords,canonicas
 Mas tanto a terra quanto a água demoram um século para desfazê-lo,1,13,0,30.76923076923077,7.6923076923076925
 Um século! É por causa disso que hoje em dia há muita pesquisa para fabricar tipos de plásticos que se decomponham mais rapidamente,1,26,0,34.61538461538461,15.384615384615385
" A solução é misturar os componentes: um pouquinho de polímeros (que é um composto químico artificial que forma o plástico), outro tanto de amido e proteínas (que são naturais)",1,36,1,36.11111111111111,5.555555555555555
" O resultado são os chamados polímeros biodegradáveis, que se desintegram em poucos anos",1,15,1,33.33333333333333,6.666666666666667
 Outra atitude que combate a poluição é a reciclagem,1,10,0,20.0,0.0
" Todo ano, o Brasil produz 2,2 milhões de toneladas de plásticos",1,13,2,15.384615384615385,23.076923076923077
" Se tudo isso vai para o lixo comum, é um pesadelo: lixo até não acabar mais, tudo se acumulando, sujando o planeta, transmitindo doenças",1,30,4,36.666666666666664,26.666666666666668
" Para não juntar tanto lixo, nada melhor do que reciclar",1,12,1,41.66666666666667,33.33333333333333
 E o plástico é um material que pode ser reaproveitado — apesar de seu processo de reciclagem não ser lá muito simples,1,23,0,52.17391304347826,13.043478260869565
" Mas as fábricas de plásticos, por exemplo, podem usar embalagens velhas para fazer novas",1,17,2,52.94117647058824,11.76470588235294
" Com isso o lixo plástico diminui, dando uma folga para a natureza",1,14,1,21.428571428571427,21.428571428571427
" Ayrton Senna da Silva foi um dos maiores campeões do automobilismo mundial, e um dos grandes pilotos brasileiros, ao lado de Nelson Piquet",1,27,2,37.03703703703704,14.814814814814813
" A solução, então, poderia estar na obtenção de álcool a partir da quebra da molécula de celulose, presente em todas as plantas",2,26,3,42.30769230769231,23.076923076923077
" Enzimas ou bactérias geneticamente modificadas podem dar conta de processar a celulose e transformar o açúcar obtido em energia, com uma eficiência 84% maior que o álcool de cana",2,32,1,31.25,12.5
" Lee Lynd, professor da Universidade de Dartmouth e um dos pioneiros nesse tipo de pesquisa, disse à revista Wired que “em 5 anos todas as questões que dificultam a conversão de biomassa de celulose em etanol serão resolvidas”, desde que o dinheiro seja investido em pesquisas",2,53,3,35.84905660377358,15.09433962264151
" Em vez da cana-de-açúcar ou do milho, a matéria-prima seria a switchgrass, uma gramínea muito comum nos EUA que pode ser plantada até em terrenos rochosos, e em praticamente qualquer clima",2,35,3,42.857142857142854,8.571428571428571
" De olho no futuro, a British Petroleum (BP), uma das bilionárias empresas européias exploradoras de petróleo, doou US$ 500 milhões a um programa de pesquisa sobre álcool vindo de celulose",2,36,3,25.0,19.444444444444446
 Há pelo menos 20 anos a energia solar é chamada de energia do futuro,2,15,0,33.33333333333333,26.666666666666668
" O problema é que no processo utilizado até agora – em que células semicondutoras de silício absorvem parte da luz solar – há pouco aproveitamento de energia de fato, e ela funciona melhor quando usada imediatamente (como em uma calculadora movida a luz solar, por exemplo)",2,51,2,39.21568627450981,15.686274509803921
" Por enquanto, a energia solar se mostrou inviável para produção em larga escala",2,15,1,26.666666666666668,13.333333333333334
" As células são espessas, caras e ocupam muito espaço – além de só gerar eletricidade durante o dia",2,20,1,25.0,5.0
" Cientistas da Universidade do Novo México (EUA) estão usando nanotecnologia para criar uma espécie de filme que têm células captadoras de energia solar que são tão finas que podem ser aplicadas como tinta, reduzindo o espaço necessário para implantação de um sistema assim",2,47,1,44.680851063829785,19.148936170212767
" Outra tentativa, que fica pronta em 2013, é a de usinas solares na Espanha",2,17,2,29.411764705882355,17.647058823529413
" Introdução à Biologia/Introdução/Principais compostos químicos da vidaA vida, tal como a conhecemos, depende da presença de água",3,24,2,25.0,20.833333333333336
" O organismo humano possui cerca de 70% de água, um constituinte fundamental do meio intracelular e de fluidos extracelulares como o sangue",3,25,1,28.000000000000004,24.0
 Uma solução em que a água é o único ou principal solvente é denominada solução aquosa,3,17,0,29.411764705882355,5.88235294117647
" Nas zonas do planeta em que a água escasseia, os seres vivos possuem adaptações para minimizar a sua perda",3,21,1,28.57142857142857,9.523809523809524
" Crê-se também que a vida surgiu em meio aquoso, onde os reagentes poderiam circular, encontrar-se e formar ligações, formando moléculas cada vez mais complexas que se agregariam em organismos simples",3,34,3,35.294117647058826,8.823529411764707
 A água possui características químicas e físicas muito particulares,3,10,0,10.0,0.0
" Entre elas, o facto de possuir uma densidade menor no estado sólido que no estado líquido, permitindo a flutuação do gelo e a existência de vida subaquática a baixas temperaturas",3,33,2,33.33333333333333,21.21212121212121
" Também o tipo de ligação química existente entre as moléculas de água, a chamada ligação de hidrogênio, desempenha um papel fundamental em muitos processos biológicos, especialmente em reações catalisadas por diversas enzimas",3,36,3,30.555555555555557,11.11111111111111
 A compreensão do funcionamento e da função da água em sistemas biológicos é fulcral para o entendimento de processos bioquímicos,3,21,0,33.33333333333333,23.809523809523807
" A molécula de água é constituída por dois átomos de hidrogênio ligados a um de oxigênio, com uma estrutura angular",3,22,1,40.909090909090914,13.636363636363635
 O átomo de oxigênio partilha dois dos seus seis elétrons de valência com os átomos de hidrogênio para formar as ligações covalentes entre oxigênio e hidrogênio,3,27,0,44.44444444444444,14.814814814814813
" Como resultado, o hidrogênio tem a sua camada de valência completa e dedicada à ligação",3,17,1,23.52941176470588,23.52941176470588
" O átomo de oxigênio possui dois pares de elétrons de valência que não participam então em ligações, mas que produzem uma zona de carga negativa que tende a repelir ligeiramente os átomos de hidrogênio",3,36,1,41.66666666666667,19.444444444444446
" Por esta razão, a molécula de água não é linear, formando antes um ângulo com aproximadamente 104,5º",3,20,3,35.0,5.0
" O oxigênio é uma molécula com elevada eletronegatividade, maior que a do hidrogênio, ou seja, tende a atrair mais facilmente elétrons",3,25,3,32.0,8.0
Mecânica dos fluidos/Exercícios resolvidos/D1Derive a equação de Bernoulli a partir das equações de Euler em coordenadas de linhas de corrente,4,24,0,37.5,16.666666666666664
"Como visto anteriormente, a equação de Bernoulli é válida para escoamento laminar em regime permanente do líquido ideal",4,19,1,26.31578947368421,26.31578947368421
" A equação de Euler nesse caso se escreveformula_1Multiplicando por dl,formula_2Integrando, como ρ é constante,formula_3formula_4Mecânica dos fluidos/Exercícios resolvidos/A1Um cilindro de 12 cm de raio gira no interior de outro, que está fixo, e cujo raio mede 12",4,49,5,28.57142857142857,24.489795918367346
6 cm,4,2,0,0.0,0.0
 Os eixos dos cilindros são concêntricos e ambos têm 30 cm de comprimento,4,14,0,35.714285714285715,7.142857142857142
 É necessário aplicar um torque de 9,4,8,0,25.0,12.5
0 kg,4,2,0,0.0,0.0
cm para manter a velocidade de rotação em 60 rpm,4,10,0,30.0,30.0
 Determinar a viscosidade do fluido que preenche o espaço entre os cilindros,4,13,0,30.76923076923077,7.6923076923076925
"Como o espaço entre os cilindros é pequeno perante as demais dimensões do problema, vamos considerar valores médios para todas as variáveis",4,23,1,39.130434782608695,13.043478260869565
" Além disso, aproximaremos dv/dy nesse espaço por Δv/Δy",4,16,1,18.75,0.0
O torque aplicado gera uma tensão na superfície do fluido que está em contato com o cilindro móvel,4,18,0,38.88888888888889,16.666666666666664
" O torque é dado pelo produto da força aplicada aos cilindros pelo raio vetor; a força, por sua vez, é o produto da tensão pela área de aplicação:formula_1A velocidade tangencial do cilindro móvel éformula_2Essa é a velocidade do fluido que está em contato com a superfície do cilindro, onde a tensão τ é aplicada",4,62,3,37.096774193548384,19.35483870967742
 A velocidade na outra superfície é nula,4,8,0,37.5,37.5
 Essas superfícies distam Δr = r - r uma da outra,4,12,0,25.0,8.333333333333332
" A viscosidade do fluido será então dada porformula_3formula_4formula_5formula_6formula_7Para um valor mais preciso, vamos considerar a tensão τ e a velocidade v como funções da posição r:formula_8formula_9Logoformula_10formula_11Assimformula_12formula_13formula_7O valor indica que a simplificação considerada na Solução 1 era razoável",4,41,1,29.268292682926827,14.634146341463413
"Mecânica dos fluidos/Exercícios resolvidos/E9Considerando que o duto do exercício anterior está ligado a um reservatório por meio de uma entrada em ângulo reto localizada no fundo e deságua em um segundo reservatório através de uma saída que descarrega livremente na atmosfera, calcule a profundidade mínima de água que precisa ser mantida no primeiro reservatório para que a vazão de 10 l/s seja mantida",4,70,1,40.0,20.0
"Usando o Número de Reynolds calculado anteriormente, calculamos a perda de carga na entradaformula_1formula_2formula_3A perda de carga na saída seráformula_4formula_5formula_6A perda de carga total será, portantoformula_7formula_8A altura mínima necessária de líquido no reservatório deve ser suficiente para contrabalançar essa perdaformula_9Mecânica dos fluidos/Exercícios resolvidos/E10Repetir o exercício E8, considerando que o duto é feito de aço forjado, em vez de ferro",4,67,4,28.35820895522388,19.402985074626866
"O Número de Reynolds permanece o mesmo, e o escoamento é turbulento",4,13,1,23.076923076923077,7.6923076923076925
" A rugosidade de um tubo de aço forjado, de acordo com a tabela anexa ao Digrama de Moody, é de 0",4,25,2,32.0,32.0
025 mm,4,2,0,0.0,0.0
" A rugosidade relativa éformula_1O fator de fricção, de acordo com a fórmula de Miller, é:formula_2Para validar a aproximação, joguemos esse valor na fórmula de Colebrookformula_3formula_4formula_5ou seja, o erro acarretado pelo uso da fórmula de Miller é pequeno também neste caso",4,48,4,31.25,25.0
"De acordo com o Diagrama de Moody, para a rugosidade relativa de 0",4,14,1,28.57142857142857,42.857142857142854
"00042 e N de 210000, o fator de atrito é realmente próximo de 0",4,15,1,33.33333333333333,20.0
018,4,1,0,0.0,0.0
"A perda de carga será dada porformula_6formula_7A perda de pressão será dada porformula_8A troca do material do tubo diminuiu a rugosidade em 83% com relação ao caso anterior, mas o fator de fricção (e, por conseguinte, as perdas) diminuiu apenas 27%",4,49,3,24.489795918367346,20.408163265306122
" Em ambos os casos, o regime de escoamento foi turbulento, embora o regime de turbulência completa não tenha sido atingido",4,23,2,30.434782608695656,21.73913043478261
 Mas o mais incrível sobre esses répteis é que eles mudam de cor,1,14,0,50.0,7.142857142857142
" De acordo com o lugar em que estão, eles adquirem uma tonalidade diferente",1,15,1,46.666666666666664,13.333333333333334
" Se é uma floresta, no meio das árvores, eles se tornam esverdeados",1,15,2,46.666666666666664,20.0
" Se eles param para descansar em uma rocha, ficam com a mesma cor da pedra",1,17,1,35.294117647058826,17.647058823529413
 Os camaleões passam por essa variedade cromática (de cor) para se proteger dos predadores (os bichos que gostam de almoçar camaleões),1,26,0,34.61538461538461,15.384615384615385
" Mas quando é a vez de ele ir em busca de alimento, o camaleão não deixa por menos",1,20,1,55.00000000000001,15.0
" Ele é chegado em comer insetos e, para acompanhar o vôo dos bichinhos, os olhos do camaleão são capazes de mexer um para cada lado",1,28,2,42.857142857142854,25.0
 A língua desse animal é uma excelente arma para caçar mosquitos e gafanhotos,1,15,0,26.666666666666668,6.666666666666667
" É uma linguona comprida e gosmenta, que ele lança para fora da boca para capturar os insetos em pleno vôo",1,22,1,45.45454545454545,22.727272727272727
 No Brasil existe uma espécie de camaleão chamada iguana,1,10,0,20.0,30.0
 O nome científico do bicho é Iguana iguana,1,9,0,22.22222222222222,22.22222222222222
" Tem gente que tem iguana em casa como um animal doméstico, como se fosse um cachorro ou um gato",1,21,1,47.61904761904761,23.809523809523807
 Os camaleões moram normalmente na África e no sudoeste da Ásia,1,12,0,25.0,25.0
" O nome ""camaleão"" vem da palavra grega chamailéon, que quer dizer ""leão rasteiro""",1,19,1,26.31578947368421,21.052631578947366
 O samba pede passagem e toma conta de todo o Brasil,1,12,0,16.666666666666664,33.33333333333333
" Afinal, ""quem não gosta de samba, bom sujeito não é/ É ruim da cabeça ou doente do pé",1,22,2,36.36363636363637,18.181818181818183
""" como já diz uma das músicas mais populares que tem o samba como tema",1,15,0,60.0,20.0
" Há várias explicações para a formação desta dança que, como era de se imaginar, vem da África",1,21,2,42.857142857142854,23.809523809523807
" Uma delas diz que sua origem está na palavra semba, que significa umbigada",1,16,1,43.75,6.25
" E a dança era assim no início: um bailarino ficava no centro da roda dançando sozinho, então chamava outra pessoa para substituí-lo batendo nela com o umbigo",1,31,1,35.483870967741936,19.35483870967742
" Com o tempo, o samba foi se modificando e sofrendo alterações, e em cada estado do Brasil tem uma cara diferente, mas está sempre acompanhado principalmente pelo violão, pandeiro e surdo, entre outros instrumentos",1,40,5,37.5,12.5
"﻿No Brasil, a cada dia tornou-se comum a ocorrência de problemas ambientais de várias ordens",2,16,1,18.75,18.75
" Na Cidade de Pedra Lavrada, no interior da Paraíba, ultimamente não tem sido diferente",2,17,2,29.411764705882355,35.294117647058826
" No momento, a maior preocupação dos habitantes é com relação a empresa mineradora ""Elizabeth"", que há quase uma década vem explorando as riquezas minerais do município, principaimente o sienito, matéria-prima utilizada na fabricação da cerâmica e da porcelana",2,45,4,31.11111111111111,13.333333333333334
" No período de implantação dessa minieradora aqui na cidade, governantes e empreendedores afirmavam que a empresa só traria desenvolvimento para o município, benefícios para a população, oportunidade",2,32,3,25.0,18.75
" de empregos para muitos jovens, aumentando assim a renda das famílias e, consequentemente, trazendo lucros para os cofres públicos",2,23,3,30.434782608695656,13.043478260869565
" Entretanto, podemos afirmar que não tivemos apenas benefícios, as consequências desastrosas logo começaram a surgir com mais rapidez e intensidade do que se esperava",2,27,2,40.74074074074074,11.11111111111111
" A instalação da fábrica para a extração das pedras brutas resultou numa série de problemas ao meio ambiente, como desmatamento de uma enorme área de vegetação nativa, fuga de animais e aves silvestres, poluição de açudes, do solo e do ar",2,47,4,31.914893617021278,29.78723404255319
" Com o passar do tempo, essa trágica situação se agravou cada vez mais",2,15,1,46.666666666666664,20.0
" Hoje, as casas do centro da cidade e as que ficam nas proximidades dessa fábrica encontram-se com a estrutura comprometida, devido aos abalos provocados pelas enormes explosões para a retirada das pedras",2,37,2,32.432432432432435,18.91891891891892
" lsso sem falar na poeira que é lançada sobre a cidade, além dos produtos químicos provenientes do material explosivo",2,21,1,38.095238095238095,14.285714285714285
 Um outro problema resultante desse empreendimento são as péssimas condições das estraclas que servem de acesso para o transporte do material,2,23,0,34.78260869565217,13.043478260869565
" Devido ao peso transportado pelas carretas, as estraclas, que já não tinham manutenção, só pioraram",2,20,3,30.0,10.0
" Embora a população se sinta prejudicada, ela se cala, pois as várias denúncias feitas a justiça não foram atendidas, e a empresa continua agindo da mesma forma",2,31,3,29.03225806451613,12.903225806451612
" É certo que outras empresas mineradoras já se instalaram antes no nosso município, mas nenhuma delas com o porte da Elizabeth",2,24,1,50.0,12.5
 Por isso não danificavam tanto o meio ambiente como a atual vem fazendo,2,14,0,42.857142857142854,7.142857142857142
" A medida que ela vai se expandindo para outros pontos do município, vão também aumentando os problemas locais",2,20,1,55.00000000000001,20.0
" Para essa empresa não continuar causando tantos impactos ambientais, os moradores esperam que ela invista em projetos ambientais, sociais e culturais, além de disponibilizar meios reparadores para as famílias prejudicadas e oferecer melhores condições de saúde e de segurançaa aos seus trabalhadores",2,47,3,29.78723404255319,10.638297872340425
" Não é certo que a população se prejudique tanto para que uma grande empresa se beneficie, enriquecendo cada vez mais",2,22,1,54.54545454545454,18.181818181818183
" Ao meu ver, não há necessidade de uma empresa destruir tanto nossas riquezas naturais, além da nossa história",2,21,2,47.61904761904761,9.090909090909092
" Se não agirmos enquanto é tempo, a Serra dos Albinos e o Picoto, nossos patrimônios naturais",2,19,2,31.57894736842105,10.526315789473683
" mais belos, serão destruídos",2,6,1,16.666666666666664,0.0
" Por outro lado, sei que a nossa população precisa de uma renda fixa e nosso município de desenvolvimento, mas é necessário, e urgente, a execução de projetos que visem a valorização de bens culturais, sociais e ambientais, equilibrando, assim, desenvolvimento e natureza",2,51,8,27.450980392156865,13.725490196078432
" Resta-nos, portarito, esperar que as autoridades ajam, encontrando de fato soluções que preservem nossa história, e nossos bens naturais, uma vez que a população deseja, sim, o desenvolvimento do município, mas também melhor qualidade de vida",2,45,8,31.11111111111111,13.333333333333334
" Ao conjunto formula_7 denomina-se domínio da função, sendo seus elementos denominados abscissas, e ao conjunto formula_8 denomina-se contra-domínio, sendo seus elementos denominados ordenadas ou imagens, quando estas se correlacionarem a um elemento de formula_7",3,40,4,22.5,7.317073170731707
" Ou seja:Dados dois conjuntos formula_7 e formula_8 não vazios, dizemos que a relação ""f"" de formula_7 em formula_8 será função se, e somente se,Existem várias maneiras de se representar funções",3,39,3,28.205128205128204,15.384615384615385
" Abaixo você pode ver as três mais comumente utilizadas, sendo a primeira a predominante",3,16,1,43.75,6.25
 As representações abaixo são de uma função em relação a seu domínio e contra-domínio,3,15,0,40.0,6.666666666666667
" formula_19formula_20formula_21Há também as representações por sua fórmula algébrica em relação a sua imagem, como a seguir:formula_22formula_23As condições básicas de existência são:Com isso, cada função deverá ter suas restrições particulares, mas sempre obedecendo as gerais acima",3,43,3,41.86046511627907,6.976744186046512
 Algumas regras não são aplicáveis a funções com contradomínio Complexo,3,11,0,27.27272727272727,0.0
 Abaixo você confere o que significa cada nome utilizado ao se falar sobre funções:São três conjuntos especiais associados à função,3,24,0,29.166666666666668,12.5
" O domínio é o conjunto ""A"" do exemplo dado no início deste capítulo: contém todos os elementos ""x"" para os quais a função deve ser definida",3,33,0,36.36363636363637,18.181818181818183
" Já o conjunto ""B"" do exemplo é o contradomínio: o conjunto que contém os elementos que podem ser relacionados a elementos do domínio",3,27,0,33.33333333333333,7.4074074074074066
" Também define-se o conjunto imagem como o conjunto de valores que efetivamente ""f(x)"" assume",3,18,0,16.666666666666664,11.11111111111111
" O conjunto imagem é, pois, sempre um subconjunto do contradomínio",3,13,2,38.46153846153847,7.6923076923076925
" Por exemplo, suponha a função que associa um elemento do domínio ""D"" = { 1,2,3,4,5 } a uma vogal ordenada no alfabeto",3,26,5,23.076923076923077,7.6923076923076925
" Uma função é dita contínua sobre um intervalo dado, formula_33, se possui um valor definido para todos os números contidos nesse intervalo",3,26,2,42.30769230769231,19.230769230769234
" Por exemplo, a função:Uma função é dita crescente, sobre um intervalo ""[A,B]"", se para cada valor de ""x + ε"" (ε sendo qualquer valor positivo), formula_37",3,43,5,25.581395348837212,13.953488372093023
" Uma função é dita decrescente, sobre um intervalo ""[A,B]"", se para cada valor de ""x + ε"" (ε sendo qualquer valor positivo), formula_38",3,37,4,27.027027027027028,16.216216216216218
" Processamento de Dados Massivos/Projeto e implementação de aplicações Big Data/R-treeEm um mundo cada vez mais digitalizado é natural que as referências espaciais, que fazem parte do nosso dia-a-dia, ocupando um grande espaço em nossas vidas, ocupem muito espaço na web",4,48,3,41.66666666666667,14.583333333333334
" Há uma inifinidade de aplicações que requerem dados espaciais, tais como mapas, serviços de recomendação de lugares, redes sociais, etc",4,25,4,28.000000000000004,16.0
 O mundo não-digital consiste em uma quantidade muito grande de informações e essas aplicações só fazem sentido se forem capazes de manipular grande parte dos dados desse mundo,4,30,0,46.666666666666664,10.0
" É preciso então pensar em estruturas de processamento capazes de lidar com um grande volume de dados, transformando-os em uma estrutura que permita uma manipulação eficiente",4,28,1,42.857142857142854,14.285714285714285
" O exemplo mais simples e direto desse tipo de problema e aplicação consiste em pontos, com coordenadas geográficas (lat/long, por exemplo), representando entidades (localização de restaurantes, hotéis, cidades, pessoas, pessoas em lugares, etc",4,48,8,25.0,8.333333333333332
 Embora o cenário pareça corriqueiro há uma dificuldade nesse tipo de situação ao se lidar com a quantidade de informação codificada dessa forma,4,27,0,33.33333333333333,22.22222222222222
" Uma vez que se tem uma base com milhões dessas entidades, uma busca espacial linear simples torna-se proibitiva, ainda mais se as consultas forem frequentes (como geralmente o são: “quantos restaurantes há perto de mim?”, “quantas pessoas visitaram cidades em um raio de 50 quilômetros do ponto X?”)",4,62,3,33.87096774193548,11.29032258064516
 É preciso construir uma estrutura de dados capaz de atender a essas consultas de forma eficiente,4,17,0,35.294117647058826,17.647058823529413
 Uma estrutura apta a lidar com consultas a dados espaciais com eficiência é a R-tree,4,16,0,18.75,0.0
" Como o próprio nome indica trata-se de uma árvore de busca, que evita que a busca seja feita em todos os dados",4,24,1,37.5,20.833333333333336
 A ideia principal por trás da R-tree é organizar os objetos próximos em retângulos envolventes mínimos (MBR - minimum bounding retangle),4,24,0,20.833333333333336,4.166666666666666
" Nas folhas da árvore o MBR envolve um grupo de objetos, nos níveis superiores o MBR envolve os MBRs que formam os seus filhos",4,26,1,34.61538461538461,7.6923076923076925
" A pesquisa envolve checar se o objeto da pesquisa tem intersecção com os retângulo envolventes, se não há intersecção com determinado MBR, não é preciso checar nos nós filhos",4,32,2,37.5,9.375
" Nada impede, no entanto, que sejam substituídos à medida que surjam novos métodos alternativos de pesquisa de eficácia comprovada",1,22,2,31.818181818181817,22.727272727272727
" ﻿Ele foi desenvolvido para servir de embalagem para alimentos como bombons, balas, sanduíches e biscoitos, podendo até ser mastigado junto com o produto",1,27,3,29.629629629629626,18.51851851851852
" É, esse plástico você pode comer! Isso porque ele é feito a partir da mandioca",1,18,1,44.44444444444444,11.11111111111111
" Para produzi-lo, amido da mandioca, açúcares e outros componentes são misturados com água",1,16,2,25.0,12.5
" Esse mingau é então aquecido, espalhado em placas e colocado em estufa para secar",1,16,1,31.25,12.5
" O resultado é um plástico bem fininho, chamado de filme",1,12,1,33.33333333333333,8.333333333333332
 ﻿Pesquisadores estudam jeito diferente de ensinar músicaEstudar música não serve só para tocar um instrumento,1,16,0,31.25,12.5
" Ela desenvolve a coordenação motora, a memória e até ajuda na matemática",1,14,1,14.285714285714285,14.285714285714285
 Mas a maioria dos livros que ensinam música foi criada no exterior e traduzida aqui,1,16,0,37.5,6.25
 Legal seria aprender com um jeito bem brasileiro de ensinar,1,11,0,45.45454545454545,9.090909090909092
 É isso o que uma equipe de professores da Unesp busca com o projeto Acorda Toda,1,17,0,35.294117647058826,17.647058823529413
 Eles estão criando um método que ensina música com cantigas brasileiras,1,12,0,33.33333333333333,0.0
" Quem vai dizer se isso funciona OU não são OS futuros músicos: cem crianças de escolas públicas irão ""testar"" o método",1,25,0,28.000000000000004,8.0
" ""Vamos começar com instrumentos de corda, mas a ideia é trabalhar a orquestra toda"", diz o coordenador Luiz Amato",1,24,2,25.0,8.333333333333332
" ﻿A Constituição brasileira diz que só é permitido começar a trabalhar com 14 anos, como aprendiz, apenas seis horas por dia, desde que não atrapalhe a frequência e o desempenho escolar",1,35,3,34.285714285714285,5.714285714285714
" ""Criança brinca, criança não trabalha",1,8,1,12.5,0.0
" Mesmo que ela tenha um talento especial, não dá para garantir se o trabalho vai fazer bem ou mal para ela"", explica Itamar Batista Gonçalves, da Fundação Abrinq",1,33,3,45.45454545454545,12.121212121212121
" Segundo a lei, os pais ou responsáveis podem perder o poder sobre a criança que trabalha como esportista, artista ou modelo",1,24,2,33.33333333333333,8.333333333333332
" Na prática, o juiz da Infância e da Juventude pode autorizar o trabalho infantil se entender que a atividade é educativa e não prejudica a formação psicológica, social, física e moral da criança",1,37,3,21.62162162162162,16.216216216216218
" Em 1988, já bem experiente, fundou a Al-Qaeda",2,11,2,18.181818181818183,0.0
" Seu objetivo era erguer um califado mundial, espécie de império baseado numa leitura radical da sharia, a lei islâmica (leia mais na reportagem da pág",2,29,2,27.586206896551722,20.689655172413794
 59),2,3,0,0.0,0.0
" Dessa intenção nasceram atentados terroristas que entram para a história, como o 11 de Setembro",2,17,1,23.52941176470588,16.666666666666664
 Bin Laden foi morto em seu esconderijo no Paquistão,2,10,0,40.0,10.0
" Nos anos 70, Israel travava uma guerra nas sombras contra a Organização para a Libertação da Palestina (OLP)",2,22,1,22.727272727272727,9.090909090909092
" Liderado por Yasser Arafat, o grupo sequestrava aviões para chamar a atenção do mundo a sua causa e perpetrava atentados seguidos contra civis israelenses",2,26,1,23.076923076923077,11.538461538461538
" Em 1972, por exemplo, o Setembro Negro – uma facção extremista do partido Al-Fatah, de Arafat – matou 7 atletas israelenses durante os jogos olímpicos de Munique, na Alemanha",2,34,4,23.52941176470588,11.76470588235294
" Para tentar conter a OLP, Israel estimulou um movimento palestino rival: o Mujama al-Islamiya",2,17,1,11.76470588235294,11.76470588235294
" Seu líder, Ahmed Yasin, era um sheik paraplégico e quase cego que criticava o caráter laico da Fatah e defendia a instauração de um regime baseado numa leitura radical da lei islâmica",2,35,2,22.857142857142858,17.142857142857142
" Aos olhos dos israelenses, os discípulos de Yasin pareciam focados na religião, não em questões políticas",2,19,2,31.57894736842105,15.0
" Assim, em 1979, Israel reconheceu o Mujama al-Islamiya como organização de caridade, o que lhe permitiu construir escolas, clubes e mesquitas",2,26,4,19.230769230769234,15.384615384615385
" Em meados dos anos 80, contudo, os agentes israelenses encontraram estoques de armas nas mesquitas de Yasin, e descobriram que tinham ajudado a criar um monstro",2,30,3,26.666666666666668,6.666666666666667
" Em 1987, o sheik fundou o Hamas – um misto de milícia, partido e instituição de caridade que pregava a destruição de Israel",2,26,2,19.230769230769234,15.384615384615385
" Nos anos 90, enquanto a OLP abria mão do terrorismo, o Hamas promoveu uma série de ataques suicidas em Tel-Aviv e outras cidades",2,26,2,23.076923076923077,7.6923076923076925
" Desde 2005, os discípulos de Yasin controlam a Faixa de Gaza – e, de lá, disparam mísseis contra cidades israelenses",2,24,3,25.0,16.666666666666664
" “Quando olho para trás, vejo que cometemos um erro”, declarou David Hacham, ex-especialista em assuntos árabes do Exército israelense, ao periódico americano The Wall Street Journal",2,34,4,14.705882352941178,8.823529411764707
" “Mas, naquela época, ninguém imaginava que o resultado poderia ser esse",2,16,2,25.0,0.0
 Os ramos desses nervos coordenam o movimento do animal,3,11,0,18.181818181818183,9.090909090909092
" Os equinodermos não têm cérebro, embora alguns possam ter gânglios",3,12,1,41.66666666666667,0.0
" Os espinhos estão presentes em diversos formatos nos grupos de equinodermos, e atuam com a função de proteger o animal e para a locomoção",3,26,1,26.923076923076923,11.538461538461538
 Podem ser recobertos por substâncias de caráter tóxico,3,9,0,33.33333333333333,11.11111111111111
" Muitos equinodermos têm notável poder de regeneração: uma estrela-do-mar cortada radialmente em várias partes vai, depois de alguns meses, regenerar em tantas estrelas viáveis quantas foram as partes separadas",3,33,2,39.39393939393939,6.0606060606060606
" O corte de um braço(com uma parte proporcional de massa da parte central e de tecido nervoso) vai, em circunstâncias ideais, regenerar do mesmo modo",3,29,2,41.37931034482759,24.137931034482758
 Os sexos normalmente são separados,3,6,0,16.666666666666664,0.0
" A reprodução sexual tipicamente consiste de liberação de ovos e espermas na água, com a fecundação acontecendo externamente",3,20,1,20.0,15.0
" Formas fósseis incluem os blastóides, edrioasteróides, e vários outros animais do Cambriano conhecidos como ""Helicoplacus"", carpóides, ""Homalozoa"", e eocrinóides como a ""Gogia""",3,34,5,17.647058823529413,8.823529411764707
" Os Echinodermata são invertebrados exclusivamente marinhos, não possuindo representantes que habitem o meio terrestre ou dulcícola",3,18,1,27.77777777777778,0.0
" O filo ""Echinodermata"" é subdividido em dois subfilos: os Pelmatozoa e os Eleutherozoa",3,17,0,29.411764705882355,5.88235294117647
 Os primeiros incluem os equinodermos cuja abertura bucal está voltada para a coluna dágua,3,15,0,26.666666666666668,20.0
 São geralmente sésseis e podem apresentar uma coluna de fixação formada por placas muitas vezes em forma de discos,3,20,0,40.0,15.0
" De acordo com a sistemática aqui adotada, são subdivididos em cinco classes: Heterostelea, Cystoidea, Blastoidea, Crinoidea e Edrioasteroidea, todos da era Paleozóica com exceção de um grupo de crinóides que atingiram os tempos atuais",3,41,5,36.58536585365854,9.75609756097561
" Os Eleutherozoa são animais livres cuja abertura bucal é direcionada para o substrato, exceto nos pepinos-do-mar onde é geralmente posicionada na parte anterior",3,25,1,36.0,12.0
" Também são subdivididos em cinco classes: Holothurioidea, Echinoidea, Asteroidea, Ophiuroidea e Ophiocistoidea, sendo esta última a única extinta e encontrada na era Paleozóica",3,29,4,20.689655172413794,3.4482758620689653
" Pequenos grupos fósseis do Paleozóico Inferior tais como os Helicoplacoidea, Machaeridia, Cyamoidea e Cycloidea são muitas vezes descritas como formas possivelmente próximas dos equinodermas, mas atualmente, são posicionados como ""incertae sedis""",3,38,4,31.57894736842105,10.526315789473683
