text,level
" Para você, o problema acabou",1
 Mas para a natureza uma longa batalha está apenas começando,1
 É que o plástico demora mais de 100 anos para ser absorvido pela natureza,1
" Nos mares, existe ainda outro risco: se o plástico é engolido por algum animal, pode até levá-lo à morte",1
 E tem muito bicho que confunde um saco plástico boiando com uma serelepe água-viva,1
 Não se parecem? O engraçado é que o plástico tem uma vida útil muito curta,1
 Mas tanto a terra quanto a água demoram um século para desfazê-lo,1
 Um século! É por causa disso que hoje em dia há muita pesquisa para fabricar tipos de plásticos que se decomponham mais rapidamente,1
" A solução é misturar os componentes: um pouquinho de polímeros (que é um composto químico artificial que forma o plástico), outro tanto de amido e proteínas (que são naturais)",1
" O resultado são os chamados polímeros biodegradáveis, que se desintegram em poucos anos",1
 Outra atitude que combate a poluição é a reciclagem,1
" Todo ano, o Brasil produz 2,2 milhões de toneladas de plásticos",1
" Se tudo isso vai para o lixo comum, é um pesadelo: lixo até não acabar mais, tudo se acumulando, sujando o planeta, transmitindo doenças",1
" Para não juntar tanto lixo, nada melhor do que reciclar",1
 E o plástico é um material que pode ser reaproveitado — apesar de seu processo de reciclagem não ser lá muito simples,1
" Mas as fábricas de plásticos, por exemplo, podem usar embalagens velhas para fazer novas",1
" Com isso o lixo plástico diminui, dando uma folga para a natureza",1
" Ayrton Senna da Silva foi um dos maiores campeões do automobilismo mundial, e um dos grandes pilotos brasileiros, ao lado de Nelson Piquet",1
" A solução, então, poderia estar na obtenção de álcool a partir da quebra da molécula de celulose, presente em todas as plantas",2
" Enzimas ou bactérias geneticamente modificadas podem dar conta de processar a celulose e transformar o açúcar obtido em energia, com uma eficiência 84% maior que o álcool de cana",2
" Lee Lynd, professor da Universidade de Dartmouth e um dos pioneiros nesse tipo de pesquisa, disse à revista Wired que “em 5 anos todas as questões que dificultam a conversão de biomassa de celulose em etanol serão resolvidas”, desde que o dinheiro seja investido em pesquisas",2
" Em vez da cana-de-açúcar ou do milho, a matéria-prima seria a switchgrass, uma gramínea muito comum nos EUA que pode ser plantada até em terrenos rochosos, e em praticamente qualquer clima",2
" De olho no futuro, a British Petroleum (BP), uma das bilionárias empresas européias exploradoras de petróleo, doou US$ 500 milhões a um programa de pesquisa sobre álcool vindo de celulose",2
 Há pelo menos 20 anos a energia solar é chamada de energia do futuro,2
" O problema é que no processo utilizado até agora – em que células semicondutoras de silício absorvem parte da luz solar – há pouco aproveitamento de energia de fato, e ela funciona melhor quando usada imediatamente (como em uma calculadora movida a luz solar, por exemplo)",2
" Por enquanto, a energia solar se mostrou inviável para produção em larga escala",2
" As células são espessas, caras e ocupam muito espaço – além de só gerar eletricidade durante o dia",2
" Cientistas da Universidade do Novo México (EUA) estão usando nanotecnologia para criar uma espécie de filme que têm células captadoras de energia solar que são tão finas que podem ser aplicadas como tinta, reduzindo o espaço necessário para implantação de um sistema assim",2
" Outra tentativa, que fica pronta em 2013, é a de usinas solares na Espanha",2
" Introdução à Biologia/Introdução/Principais compostos químicos da vidaA vida, tal como a conhecemos, depende da presença de água",3
" O organismo humano possui cerca de 70% de água, um constituinte fundamental do meio intracelular e de fluidos extracelulares como o sangue",3
 Uma solução em que a água é o único ou principal solvente é denominada solução aquosa,3
" Nas zonas do planeta em que a água escasseia, os seres vivos possuem adaptações para minimizar a sua perda",3
" Crê-se também que a vida surgiu em meio aquoso, onde os reagentes poderiam circular, encontrar-se e formar ligações, formando moléculas cada vez mais complexas que se agregariam em organismos simples",3
 A água possui características químicas e físicas muito particulares,3
" Entre elas, o facto de possuir uma densidade menor no estado sólido que no estado líquido, permitindo a flutuação do gelo e a existência de vida subaquática a baixas temperaturas",3
" Também o tipo de ligação química existente entre as moléculas de água, a chamada ligação de hidrogênio, desempenha um papel fundamental em muitos processos biológicos, especialmente em reações catalisadas por diversas enzimas",3
 A compreensão do funcionamento e da função da água em sistemas biológicos é fulcral para o entendimento de processos bioquímicos,3
" A molécula de água é constituída por dois átomos de hidrogênio ligados a um de oxigênio, com uma estrutura angular",3
 O átomo de oxigênio partilha dois dos seus seis elétrons de valência com os átomos de hidrogênio para formar as ligações covalentes entre oxigênio e hidrogênio,3
" Como resultado, o hidrogênio tem a sua camada de valência completa e dedicada à ligação",3
" O átomo de oxigênio possui dois pares de elétrons de valência que não participam então em ligações, mas que produzem uma zona de carga negativa que tende a repelir ligeiramente os átomos de hidrogênio",3
" Por esta razão, a molécula de água não é linear, formando antes um ângulo com aproximadamente 104,5º",3
" O oxigênio é uma molécula com elevada eletronegatividade, maior que a do hidrogênio, ou seja, tende a atrair mais facilmente elétrons",3
Mecânica dos fluidos/Exercícios resolvidos/D1Derive a equação de Bernoulli a partir das equações de Euler em coordenadas de linhas de corrente,4
"Como visto anteriormente, a equação de Bernoulli é válida para escoamento laminar em regime permanente do líquido ideal",4
" A equação de Euler nesse caso se escreveformula_1Multiplicando por dl,formula_2Integrando, como ρ é constante,formula_3formula_4Mecânica dos fluidos/Exercícios resolvidos/A1Um cilindro de 12 cm de raio gira no interior de outro, que está fixo, e cujo raio mede 12",4
6 cm,4
 Os eixos dos cilindros são concêntricos e ambos têm 30 cm de comprimento,4
 É necessário aplicar um torque de 9,4
0 kg,4
cm para manter a velocidade de rotação em 60 rpm,4
 Determinar a viscosidade do fluido que preenche o espaço entre os cilindros,4
"Como o espaço entre os cilindros é pequeno perante as demais dimensões do problema, vamos considerar valores médios para todas as variáveis",4
" Além disso, aproximaremos dv/dy nesse espaço por Δv/Δy",4
O torque aplicado gera uma tensão na superfície do fluido que está em contato com o cilindro móvel,4
" O torque é dado pelo produto da força aplicada aos cilindros pelo raio vetor; a força, por sua vez, é o produto da tensão pela área de aplicação:formula_1A velocidade tangencial do cilindro móvel éformula_2Essa é a velocidade do fluido que está em contato com a superfície do cilindro, onde a tensão τ é aplicada",4
 A velocidade na outra superfície é nula,4
 Essas superfícies distam Δr = r - r uma da outra,4
" A viscosidade do fluido será então dada porformula_3formula_4formula_5formula_6formula_7Para um valor mais preciso, vamos considerar a tensão τ e a velocidade v como funções da posição r:formula_8formula_9Logoformula_10formula_11Assimformula_12formula_13formula_7O valor indica que a simplificação considerada na Solução 1 era razoável",4
"Mecânica dos fluidos/Exercícios resolvidos/E9Considerando que o duto do exercício anterior está ligado a um reservatório por meio de uma entrada em ângulo reto localizada no fundo e deságua em um segundo reservatório através de uma saída que descarrega livremente na atmosfera, calcule a profundidade mínima de água que precisa ser mantida no primeiro reservatório para que a vazão de 10 l/s seja mantida",4
"Usando o Número de Reynolds calculado anteriormente, calculamos a perda de carga na entradaformula_1formula_2formula_3A perda de carga na saída seráformula_4formula_5formula_6A perda de carga total será, portantoformula_7formula_8A altura mínima necessária de líquido no reservatório deve ser suficiente para contrabalançar essa perdaformula_9Mecânica dos fluidos/Exercícios resolvidos/E10Repetir o exercício E8, considerando que o duto é feito de aço forjado, em vez de ferro",4
"O Número de Reynolds permanece o mesmo, e o escoamento é turbulento",4
" A rugosidade de um tubo de aço forjado, de acordo com a tabela anexa ao Digrama de Moody, é de 0",4
025 mm,4
" A rugosidade relativa éformula_1O fator de fricção, de acordo com a fórmula de Miller, é:formula_2Para validar a aproximação, joguemos esse valor na fórmula de Colebrookformula_3formula_4formula_5ou seja, o erro acarretado pelo uso da fórmula de Miller é pequeno também neste caso",4
"De acordo com o Diagrama de Moody, para a rugosidade relativa de 0",4
"00042 e N de 210000, o fator de atrito é realmente próximo de 0",4
018,4
"A perda de carga será dada porformula_6formula_7A perda de pressão será dada porformula_8A troca do material do tubo diminuiu a rugosidade em 83% com relação ao caso anterior, mas o fator de fricção (e, por conseguinte, as perdas) diminuiu apenas 27%",4
" Em ambos os casos, o regime de escoamento foi turbulento, embora o regime de turbulência completa não tenha sido atingido",4
 Mas o mais incrível sobre esses répteis é que eles mudam de cor,1
" De acordo com o lugar em que estão, eles adquirem uma tonalidade diferente",1
" Se é uma floresta, no meio das árvores, eles se tornam esverdeados",1
" Se eles param para descansar em uma rocha, ficam com a mesma cor da pedra",1
 Os camaleões passam por essa variedade cromática (de cor) para se proteger dos predadores (os bichos que gostam de almoçar camaleões),1
" Mas quando é a vez de ele ir em busca de alimento, o camaleão não deixa por menos",1
" Ele é chegado em comer insetos e, para acompanhar o vôo dos bichinhos, os olhos do camaleão são capazes de mexer um para cada lado",1
 A língua desse animal é uma excelente arma para caçar mosquitos e gafanhotos,1
" É uma linguona comprida e gosmenta, que ele lança para fora da boca para capturar os insetos em pleno vôo",1
 No Brasil existe uma espécie de camaleão chamada iguana,1
 O nome científico do bicho é Iguana iguana,1
" Tem gente que tem iguana em casa como um animal doméstico, como se fosse um cachorro ou um gato",1
 Os camaleões moram normalmente na África e no sudoeste da Ásia,1
" O nome ""camaleão"" vem da palavra grega chamailéon, que quer dizer ""leão rasteiro""",1
 O samba pede passagem e toma conta de todo o Brasil,1
" Afinal, ""quem não gosta de samba, bom sujeito não é/ É ruim da cabeça ou doente do pé",1
""" como já diz uma das músicas mais populares que tem o samba como tema",1
" Há várias explicações para a formação desta dança que, como era de se imaginar, vem da África",1
" Uma delas diz que sua origem está na palavra semba, que significa umbigada",1
" E a dança era assim no início: um bailarino ficava no centro da roda dançando sozinho, então chamava outra pessoa para substituí-lo batendo nela com o umbigo",1
" Com o tempo, o samba foi se modificando e sofrendo alterações, e em cada estado do Brasil tem uma cara diferente, mas está sempre acompanhado principalmente pelo violão, pandeiro e surdo, entre outros instrumentos",1
"﻿No Brasil, a cada dia tornou-se comum a ocorrência de problemas ambientais de várias ordens",2
" Na Cidade de Pedra Lavrada, no interior da Paraíba, ultimamente não tem sido diferente",2
" No momento, a maior preocupação dos habitantes é com relação a empresa mineradora ""Elizabeth"", que há quase uma década vem explorando as riquezas minerais do município, principaimente o sienito, matéria-prima utilizada na fabricação da cerâmica e da porcelana",2
" No período de implantação dessa minieradora aqui na cidade, governantes e empreendedores afirmavam que a empresa só traria desenvolvimento para o município, benefícios para a população, oportunidade",2
" de empregos para muitos jovens, aumentando assim a renda das famílias e, consequentemente, trazendo lucros para os cofres públicos",2
" Entretanto, podemos afirmar que não tivemos apenas benefícios, as consequências desastrosas logo começaram a surgir com mais rapidez e intensidade do que se esperava",2
" A instalação da fábrica para a extração das pedras brutas resultou numa série de problemas ao meio ambiente, como desmatamento de uma enorme área de vegetação nativa, fuga de animais e aves silvestres, poluição de açudes, do solo e do ar",2
" Com o passar do tempo, essa trágica situação se agravou cada vez mais",2
" Hoje, as casas do centro da cidade e as que ficam nas proximidades dessa fábrica encontram-se com a estrutura comprometida, devido aos abalos provocados pelas enormes explosões para a retirada das pedras",2
" lsso sem falar na poeira que é lançada sobre a cidade, além dos produtos químicos provenientes do material explosivo",2
 Um outro problema resultante desse empreendimento são as péssimas condições das estraclas que servem de acesso para o transporte do material,2
" Devido ao peso transportado pelas carretas, as estraclas, que já não tinham manutenção, só pioraram",2
" Embora a população se sinta prejudicada, ela se cala, pois as várias denúncias feitas a justiça não foram atendidas, e a empresa continua agindo da mesma forma",2
" É certo que outras empresas mineradoras já se instalaram antes no nosso município, mas nenhuma delas com o porte da Elizabeth",2
 Por isso não danificavam tanto o meio ambiente como a atual vem fazendo,2
" A medida que ela vai se expandindo para outros pontos do município, vão também aumentando os problemas locais",2
" Para essa empresa não continuar causando tantos impactos ambientais, os moradores esperam que ela invista em projetos ambientais, sociais e culturais, além de disponibilizar meios reparadores para as famílias prejudicadas e oferecer melhores condições de saúde e de segurançaa aos seus trabalhadores",2
" Não é certo que a população se prejudique tanto para que uma grande empresa se beneficie, enriquecendo cada vez mais",2
" Ao meu ver, não há necessidade de uma empresa destruir tanto nossas riquezas naturais, além da nossa história",2
" Se não agirmos enquanto é tempo, a Serra dos Albinos e o Picoto, nossos patrimônios naturais",2
" mais belos, serão destruídos",2
" Por outro lado, sei que a nossa população precisa de uma renda fixa e nosso município de desenvolvimento, mas é necessário, e urgente, a execução de projetos que visem a valorização de bens culturais, sociais e ambientais, equilibrando, assim, desenvolvimento e natureza",2
" Resta-nos, portarito, esperar que as autoridades ajam, encontrando de fato soluções que preservem nossa história, e nossos bens naturais, uma vez que a população deseja, sim, o desenvolvimento do município, mas também melhor qualidade de vida",2
" Ao conjunto formula_7 denomina-se domínio da função, sendo seus elementos denominados abscissas, e ao conjunto formula_8 denomina-se contra-domínio, sendo seus elementos denominados ordenadas ou imagens, quando estas se correlacionarem a um elemento de formula_7",3
" Ou seja:Dados dois conjuntos formula_7 e formula_8 não vazios, dizemos que a relação ""f"" de formula_7 em formula_8 será função se, e somente se,Existem várias maneiras de se representar funções",3
" Abaixo você pode ver as três mais comumente utilizadas, sendo a primeira a predominante",3
 As representações abaixo são de uma função em relação a seu domínio e contra-domínio,3
" formula_19formula_20formula_21Há também as representações por sua fórmula algébrica em relação a sua imagem, como a seguir:formula_22formula_23As condições básicas de existência são:Com isso, cada função deverá ter suas restrições particulares, mas sempre obedecendo as gerais acima",3
 Algumas regras não são aplicáveis a funções com contradomínio Complexo,3
 Abaixo você confere o que significa cada nome utilizado ao se falar sobre funções:São três conjuntos especiais associados à função,3
" O domínio é o conjunto ""A"" do exemplo dado no início deste capítulo: contém todos os elementos ""x"" para os quais a função deve ser definida",3
" Já o conjunto ""B"" do exemplo é o contradomínio: o conjunto que contém os elementos que podem ser relacionados a elementos do domínio",3
" Também define-se o conjunto imagem como o conjunto de valores que efetivamente ""f(x)"" assume",3
" O conjunto imagem é, pois, sempre um subconjunto do contradomínio",3
" Por exemplo, suponha a função que associa um elemento do domínio ""D"" = { 1,2,3,4,5 } a uma vogal ordenada no alfabeto",3
" Uma função é dita contínua sobre um intervalo dado, formula_33, se possui um valor definido para todos os números contidos nesse intervalo",3
" Por exemplo, a função:Uma função é dita crescente, sobre um intervalo ""[A,B]"", se para cada valor de ""x + ε"" (ε sendo qualquer valor positivo), formula_37",3
" Uma função é dita decrescente, sobre um intervalo ""[A,B]"", se para cada valor de ""x + ε"" (ε sendo qualquer valor positivo), formula_38",3
" Processamento de Dados Massivos/Projeto e implementação de aplicações Big Data/R-treeEm um mundo cada vez mais digitalizado é natural que as referências espaciais, que fazem parte do nosso dia-a-dia, ocupando um grande espaço em nossas vidas, ocupem muito espaço na web",4
" Há uma inifinidade de aplicações que requerem dados espaciais, tais como mapas, serviços de recomendação de lugares, redes sociais, etc",4
 O mundo não-digital consiste em uma quantidade muito grande de informações e essas aplicações só fazem sentido se forem capazes de manipular grande parte dos dados desse mundo,4
" É preciso então pensar em estruturas de processamento capazes de lidar com um grande volume de dados, transformando-os em uma estrutura que permita uma manipulação eficiente",4
" O exemplo mais simples e direto desse tipo de problema e aplicação consiste em pontos, com coordenadas geográficas (lat/long, por exemplo), representando entidades (localização de restaurantes, hotéis, cidades, pessoas, pessoas em lugares, etc",4
 Embora o cenário pareça corriqueiro há uma dificuldade nesse tipo de situação ao se lidar com a quantidade de informação codificada dessa forma,4
" Uma vez que se tem uma base com milhões dessas entidades, uma busca espacial linear simples torna-se proibitiva, ainda mais se as consultas forem frequentes (como geralmente o são: “quantos restaurantes há perto de mim?”, “quantas pessoas visitaram cidades em um raio de 50 quilômetros do ponto X?”)",4
 É preciso construir uma estrutura de dados capaz de atender a essas consultas de forma eficiente,4
 Uma estrutura apta a lidar com consultas a dados espaciais com eficiência é a R-tree,4
" Como o próprio nome indica trata-se de uma árvore de busca, que evita que a busca seja feita em todos os dados",4
 A ideia principal por trás da R-tree é organizar os objetos próximos em retângulos envolventes mínimos (MBR - minimum bounding retangle),4
" Nas folhas da árvore o MBR envolve um grupo de objetos, nos níveis superiores o MBR envolve os MBRs que formam os seus filhos",4
" A pesquisa envolve checar se o objeto da pesquisa tem intersecção com os retângulo envolventes, se não há intersecção com determinado MBR, não é preciso checar nos nós filhos",4
" Nada impede, no entanto, que sejam substituídos à medida que surjam novos métodos alternativos de pesquisa de eficácia comprovada",1
" ﻿Ele foi desenvolvido para servir de embalagem para alimentos como bombons, balas, sanduíches e biscoitos, podendo até ser mastigado junto com o produto",1
" É, esse plástico você pode comer! Isso porque ele é feito a partir da mandioca",1
" Para produzi-lo, amido da mandioca, açúcares e outros componentes são misturados com água",1
" Esse mingau é então aquecido, espalhado em placas e colocado em estufa para secar",1
" O resultado é um plástico bem fininho, chamado de filme",1
 ﻿Pesquisadores estudam jeito diferente de ensinar músicaEstudar música não serve só para tocar um instrumento,1
" Ela desenvolve a coordenação motora, a memória e até ajuda na matemática",1
 Mas a maioria dos livros que ensinam música foi criada no exterior e traduzida aqui,1
 Legal seria aprender com um jeito bem brasileiro de ensinar,1
 É isso o que uma equipe de professores da Unesp busca com o projeto Acorda Toda,1
 Eles estão criando um método que ensina música com cantigas brasileiras,1
" Quem vai dizer se isso funciona OU não são OS futuros músicos: cem crianças de escolas públicas irão ""testar"" o método",1
" ""Vamos começar com instrumentos de corda, mas a ideia é trabalhar a orquestra toda"", diz o coordenador Luiz Amato",1
" ﻿A Constituição brasileira diz que só é permitido começar a trabalhar com 14 anos, como aprendiz, apenas seis horas por dia, desde que não atrapalhe a frequência e o desempenho escolar",1
" ""Criança brinca, criança não trabalha",1
" Mesmo que ela tenha um talento especial, não dá para garantir se o trabalho vai fazer bem ou mal para ela"", explica Itamar Batista Gonçalves, da Fundação Abrinq",1
" Segundo a lei, os pais ou responsáveis podem perder o poder sobre a criança que trabalha como esportista, artista ou modelo",1
" Na prática, o juiz da Infância e da Juventude pode autorizar o trabalho infantil se entender que a atividade é educativa e não prejudica a formação psicológica, social, física e moral da criança",1
" Em 1988, já bem experiente, fundou a Al-Qaeda",2
" Seu objetivo era erguer um califado mundial, espécie de império baseado numa leitura radical da sharia, a lei islâmica (leia mais na reportagem da pág",2
 59),2
" Dessa intenção nasceram atentados terroristas que entram para a história, como o 11 de Setembro",2
 Bin Laden foi morto em seu esconderijo no Paquistão,2
" Nos anos 70, Israel travava uma guerra nas sombras contra a Organização para a Libertação da Palestina (OLP)",2
" Liderado por Yasser Arafat, o grupo sequestrava aviões para chamar a atenção do mundo a sua causa e perpetrava atentados seguidos contra civis israelenses",2
" Em 1972, por exemplo, o Setembro Negro – uma facção extremista do partido Al-Fatah, de Arafat – matou 7 atletas israelenses durante os jogos olímpicos de Munique, na Alemanha",2
" Para tentar conter a OLP, Israel estimulou um movimento palestino rival: o Mujama al-Islamiya",2
" Seu líder, Ahmed Yasin, era um sheik paraplégico e quase cego que criticava o caráter laico da Fatah e defendia a instauração de um regime baseado numa leitura radical da lei islâmica",2
" Aos olhos dos israelenses, os discípulos de Yasin pareciam focados na religião, não em questões políticas",2
" Assim, em 1979, Israel reconheceu o Mujama al-Islamiya como organização de caridade, o que lhe permitiu construir escolas, clubes e mesquitas",2
" Em meados dos anos 80, contudo, os agentes israelenses encontraram estoques de armas nas mesquitas de Yasin, e descobriram que tinham ajudado a criar um monstro",2
" Em 1987, o sheik fundou o Hamas – um misto de milícia, partido e instituição de caridade que pregava a destruição de Israel",2
" Nos anos 90, enquanto a OLP abria mão do terrorismo, o Hamas promoveu uma série de ataques suicidas em Tel-Aviv e outras cidades",2
" Desde 2005, os discípulos de Yasin controlam a Faixa de Gaza – e, de lá, disparam mísseis contra cidades israelenses",2
" “Quando olho para trás, vejo que cometemos um erro”, declarou David Hacham, ex-especialista em assuntos árabes do Exército israelense, ao periódico americano The Wall Street Journal",2
" “Mas, naquela época, ninguém imaginava que o resultado poderia ser esse",2
 Os ramos desses nervos coordenam o movimento do animal,3
" Os equinodermos não têm cérebro, embora alguns possam ter gânglios",3
" Os espinhos estão presentes em diversos formatos nos grupos de equinodermos, e atuam com a função de proteger o animal e para a locomoção",3
 Podem ser recobertos por substâncias de caráter tóxico,3
" Muitos equinodermos têm notável poder de regeneração: uma estrela-do-mar cortada radialmente em várias partes vai, depois de alguns meses, regenerar em tantas estrelas viáveis quantas foram as partes separadas",3
" O corte de um braço(com uma parte proporcional de massa da parte central e de tecido nervoso) vai, em circunstâncias ideais, regenerar do mesmo modo",3
 Os sexos normalmente são separados,3
" A reprodução sexual tipicamente consiste de liberação de ovos e espermas na água, com a fecundação acontecendo externamente",3
" Formas fósseis incluem os blastóides, edrioasteróides, e vários outros animais do Cambriano conhecidos como ""Helicoplacus"", carpóides, ""Homalozoa"", e eocrinóides como a ""Gogia""",3
" Os Echinodermata são invertebrados exclusivamente marinhos, não possuindo representantes que habitem o meio terrestre ou dulcícola",3
" O filo ""Echinodermata"" é subdividido em dois subfilos: os Pelmatozoa e os Eleutherozoa",3
 Os primeiros incluem os equinodermos cuja abertura bucal está voltada para a coluna dágua,3
 São geralmente sésseis e podem apresentar uma coluna de fixação formada por placas muitas vezes em forma de discos,3
" De acordo com a sistemática aqui adotada, são subdivididos em cinco classes: Heterostelea, Cystoidea, Blastoidea, Crinoidea e Edrioasteroidea, todos da era Paleozóica com exceção de um grupo de crinóides que atingiram os tempos atuais",3
" Os Eleutherozoa são animais livres cuja abertura bucal é direcionada para o substrato, exceto nos pepinos-do-mar onde é geralmente posicionada na parte anterior",3
" Também são subdivididos em cinco classes: Holothurioidea, Echinoidea, Asteroidea, Ophiuroidea e Ophiocistoidea, sendo esta última a única extinta e encontrada na era Paleozóica",3
" Pequenos grupos fósseis do Paleozóico Inferior tais como os Helicoplacoidea, Machaeridia, Cyamoidea e Cycloidea são muitas vezes descritas como formas possivelmente próximas dos equinodermas, mas atualmente, são posicionados como ""incertae sedis""",3
 Classes viventes:,3
" Esses indicadores podem ser mais úteis para estabelecer tendências e identificar a necessidade de medidas correctivas, uma vez que podem fornecer informações úteis de forma contínua sobre o desempenho do sistema",4
" As comparações também podem ser feitas com outras fábricas da mesma indústria, ou em instalações onde são efectuadas operações semelhantes de movimentação de material",4
 É necessário ter o cuidado de assegurar que os indicadores de desempenho utilizados são razoáveis e reflectem um desempenho positivo,4
" Alguns indicadores de desempenho são realizados com uma estratégia de curto prazo, o que é desvantajoso para uma organização cujo seu ponto de vista seja de longo prazo",4
 As decisões importantes a ser realizadas numa empresa devem de ter em conta os indicadores de desempenho,4
" Os dados necessários para calcular os indicadores de desempenho devem estar prontamente disponíveis, como tal inicialmente a recolha de informação pode dar alguns problemas",4
 A cooperação interdepartamental é essencial na formação e recolha de dados para que sejam superadas as dificuldades iniciais de identificar e quantificar as informações necessárias para o cálculo dos indicadores de desempenho,4
 O processo de recolha de dados é um contributo para os profissionais movimentação de material de maneira que os auxilia a identificar problemas associados às operações e instalações numa área de produção,4
 A monitorização periódica dos indicadores de desempenho é efectuada para confirmar se valores estão dentro do aceitável,4
 Qualquer grande flutuação de período para período é um sinal claro de que o sistema está a funcionar com problemas e que precisa de uma investigação e controlo,4
" O desempenho de um sistema depois de instalado e posto a funcionar é verificado analisando as tendências, ou mudanças dos indicadores de desempenho",4
" Se os aumentos de desempenho são alcançados, o sistema é considerado como cumprindo os objectivos",4
" Caso contrário, a limpeza ou modificação do sistema é necessário para atingir os níveis desejados de desempenho",4
" A movimentação de material não pode ter soluções «tapa buracos», têm de ser medidas que tenham a capacidade de resolver um problema imediato através da instalação de um equipamento",4
" De modo contrário, devem ser assentes numa abordagem sistemática e utilizar um sistema sólido de pensamentos",4
 Dessa semelhança surgiu a lenda espalhada pelos índios saterés-maués,1
 A índia Unai teve um filho concebido por uma serpente e morto pelas flechadas de um macaco,1
" No local em que ele foi enterrado, nasceram as primeiras plantas de guaraná",1
" Todo final de novembro, os índios celebram esse acontecimento com a Festa do Guaraná, na cidade de Maués, a 270 quilômetros de Manaus",1
 ﻿O cabelo é formado por células mortas,1
 Por isso não sentimos dor quando o cortamos ou quando usamos produtos para mudar a cor dele,1
" Apenas a raiz, que fica dentro do couro cabeludo, tem vida",1
" É nessa região que novas células de proteínas se formam e empurram as células velhas para fora, fazendo o cabelo crescer",1
" Mas quando alguém puxa nosso cabelo sentimos dor porque a raiz do fio é ligada às células nervosas, que enviam ao cérebro o aviso de dor",1
 ﻿A bola é um objeto incrível! A bola pode ser usada tanto por crianças quanto por adultos,1
 Eu e meus amigos adoramos brincar com bola,1
 Eu e meus amigos passamos horas e horas nos divertindo assim,1
" ﻿José Paulo Paes, autor do texto Dicionário, nasceu em Taquaritinga, interior de São Paulo, em 1926, e faleceu em 1998",1
" Ele deixou obras importantes, muitas delas dedicadas às crianças",1
 Veja a seguir os títulos de alguns de seus livros,1
 É isso ali,1
 Rio de Janeiro: Salamandra,1
 Poemas para brincar,1
 São Paulo: Ática,1
 Uma letra puxa outra,1
 São Paulo: Companhia das Letrinhas,1
" ﻿Diferentemente das que aparecem no cinema, as plantas carnívoras de verdade são pequenas e delicadas",1
 Elas têm em média 15 centímetros,1
" Só têm capacidade de capturar e digerir animais miúdos, em geral insetos",1
" Por isso, os pesquisadores preferem chamar essas plantas de insetívoras",1
" As plantas insetívoras também fabricam seu alimento, mas só isso não é suficiente para suprir suas necessidades vitais",1
" Por isso, os insetos que elas capturam são um complemento alimentar",1
Curiosidades,2
" Ao longo da Idade Média, a disseminação do cristianismo abriu caminhos para que a Igreja se transformasse na mais importante instituição da época",2
" Ao mesmo tempo, o fato de monopolizarem o acesso ao conhecimento e o poderio econômico alcançado pelo recebimento de bens e terras foram alguns dos pressupostos fundamentais que também explicam esse poder",2
" Com isso, os membros da Igreja tiveram força para interferir em decisões políticas e moldar o comportamento da sociedade feudal",2
" Em muitas situações, notamos que os integrantes da Igreja tiveram a capacidade de interferir no comportamento das pessoas, condenando determinadas práticas e exigindo o cumprimento de outras ações que, de modo geral, deveriam garantir a salvação espiritual do indivíduo",2
" No entanto, vemos que, em diversas situações, a Igreja mergulhou em uma séria crise moral ao não ter esse modo de agir e pensar cumpridos pelos seus próprios representantes",2
" Por volta do século IX, a Igreja divulgou um documento em que o imperador romano Constantino teria concedido autoridade política para os chefes da Igreja por meio da chamada “Doação de Constantino”",2
" Por muito tempo, esse documento foi dado como legitimador da interferência papal em diferentes assuntos que rondavam a Europa Feudal",2
" Contudo, diversas investigações feitas sobre a legitimidade desse documento concluíram que se tratava de uma farsa completamente descabida",2
" Chegando ao ápice da Idade Média, entre os séculos VIII e XII, percebemos que o poder papal já despertava a cobiça de várias autoridades clericais da época",2
" Cada vez que o posto papal ficava vago, os principais bispos e cardeais da Europa entravam em séria disputa pela conquista do cargo",2
" Entre os casos mais graves dessa disputa, destacamos o caso do Bonifácio VII que, em 974, estrangulou o papa Bento VI para assumir a mais importante posição da Igreja",2
 Mesmo aqueles pecados capitais considerados de menor importância também eram vez ou outra ignorados pelos papas,2
" No ano de 1471, o papa Paulo II morreu depois de degustar sozinho dois melões inteiros",2
" Ainda hoje, suspeitam que o papa glutão tenha sido envenenado",2
 Já o “esquentado” Júlio II tinha o péssimo hábito de resolver as suas diferenças no braço,2
 Certa ocasião – tomado pela mais pura ira – espancou um bando de cardeais que simplesmente se recusara a cavalgar com ele em um dia nevado,2
" Em seus primórdios, os membros da Igreja poderiam casar-se e consumar o ato sexual",2
" Contudo, na medida em que a instituição aumentava suas posses, o celibato foi imposto a todos aqueles que adentravam os quadros clericais, mas nunca chegou a ser seguido à risca",2
" No século XVI, por exemplo, o papa Alexandre VI também era conhecido pela sua extensa prole de filhos – obtidos com três diferentes mulheres – e pelo seu intenso caso com a bela Giulia Farnese",2
 A existência desses deslizes cometidos por figuras centrais da Igreja revelam um tempo em que a autoridade clerical exacerbou os limites das regras morais por eles mesmos difundidas,2
" Ao longo do tempo, o aparecimento das religiões protestantes e a diminuição da esfera de interferência da religião da sociedade mudaram tal situação",2
" Atualmente, observamos que diversos membros do clero se interessam na reavaliação de diversas atribuições e exigências ligadas à vida religiosa dos dirigentes católicos",2
" A poluição é a liberação de substâncias químicas ou agentes contaminantes em um ambiente, prejudicando os ecossistemas biológicos ou os seres humanos",3
" Mesmo produtos relativamente benignos da atividade humana podem ser considerados poluentes, se eles precipitarem efeitos negativos posteriormente",3
